"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","entrance","navy","west_basin","mid_basin","east_basin","container","dak_fishing","dak_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"MENG XIN21","412209171","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2025-07-02 21:53:13,4,2025-07-05 03:39:11,3,2.2,"DAKAR",2025-01-24 10:15:59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,18.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/49c3327bb-b074-999f-27a8-13501eeff271?&start=2025-06-30&end=2025-07-07"")"
"CHANG YUAN YU 1","412200983","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-06-11 23:38:50,4,2025-07-05 15:31:21,4,23.6,"DAKAR",2025-06-09 19:34:56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,60,132.636111111111,"GNB",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",FALSE,0,TRUE,14,FALSE,0,9.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-06-09&end=2025-07-07"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-05 13:21:05,4,2025-07-06 05:09:52,4,30.6,"DAKAR",2025-06-05 13:21:05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20,26.2388888888889,"GNB",FALSE,"IWC, ACAP, ICCAT, SRFC, NAMMCO",FALSE,0,TRUE,3,FALSE,0,13.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-06-03&end=2025-07-08"")"
"BACALAM","630124008","GNB","GNB",NA,"fishing","high","fishing","trawlers","GMB","BANJUL",2025-07-05 15:28:36,4,2025-07-06 08:30:43,4,0.7,"DAKAR",2024-11-11 03:25:14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1ea684eb3-34e7-885e-a813-29bcbce1f753?&start=2025-07-03&end=2025-07-08"")"
"HAIZEA BAT","306142000","CUW","BES","9717943","fishing","med","support","fishing","CIV","ABIDJAN",2025-05-24 14:55:38,4,2025-07-06 10:35:58,4,42.8,"DAKAR",2024-10-25 09:05:33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,72,115.739722222222,"COD, GAB, AGO",TRUE,"COREP, NAMMCO, IWC, ACAP, ICCAT",FALSE,0,FALSE,0,TRUE,1,4.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2025-05-22&end=2025-07-08"")"
"MENG XIN17","412209112","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-04 08:08:00,4,2025-07-06 17:25:04,4,2.4,"DAKAR",2025-01-14 10:10:01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,41.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc0253109-976e-7a4e-ffc9-53108b818c91?&start=2025-07-02&end=2025-07-08"")"
"SIDIA I","617134000","CPV","CPV","7424683","fishing","med","fishing","inconclusive","SEN","DAKAR",2025-07-04 20:45:09,4,2025-07-07 05:32:21,4,2.3,"DAKAR",2025-07-04 20:45:09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15,221.825,"GNB, SEN",FALSE,"IWC, NAMMCO, ACAP, SRFC, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad004526f-f73f-1300-ece8-6ccfc1a5241a?&start=2025-07-02&end=2025-07-09"")"
"MENGX27","412209178","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2025-07-04 19:42:14,4,2025-07-07 07:09:53,3,2.5,"DAKAR",2025-01-23 06:03:28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,8.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4081c9c0f-ff1e-f4ce-d2a8-2cd39185760d?&start=2025-07-02&end=2025-07-09"")"
"MENGXIN19","412209168","","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-04 20:41:49,4,2025-07-07 07:31:49,3,2.4,"DAKAR",2025-01-23 10:49:41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,21.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/810e2f535-5471-6076-8a4c-61c2c4c5b700?&start=2025-07-02&end=2025-07-09"")"
"ALBONIGA","224745000","ESP","ESP","8613267","fishing","high","fishing","purse_seines","SEN","DAKAR",2025-06-24 22:52:43,4,2025-07-07 17:26:36,4,12.8,"DAKAR",2025-06-24 22:52:43,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,333.294444444444,"CPV, MRT",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,6,TRUE,5,50,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-06-22&end=2025-07-09"")"
"MENGXIN24","412209175","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-05 17:07:18,4,2025-07-07 20:26:55,3,2.1,"DAKAR",2025-01-24 23:18:43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,61.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9436efe9d-d36d-c20a-4381-b2f8c878b515?&start=2025-07-03&end=2025-07-09"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-06-05 18:46:33,4,2025-07-08 06:24:38,4,32.5,"DAKAR",2025-06-05 18:46:33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,290,1085.96111111111,"GNB, SEN",FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,0,TRUE,33,FALSE,0,48.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d1f13f8ac-c4f3-dea2-d606-7a09a743e936?&start=2025-06-03&end=2025-07-10"")"
"JIN SHENG NO.2","413270430","CHN","CHN","9105281","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-19 11:02:45,4,2025-07-08 08:30:06,4,261.9,"DAKAR",2024-10-19 11:02:45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1200,10700.6233333333,NA,TRUE,"ACAP, IWC, NAMMCO, ICCAT",TRUE,3,TRUE,57,FALSE,0,98.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f6e04ce87-7891-0f6d-2760-6f9040cde342?&start=2024-10-17&end=2025-07-10"")"
"MENGXIN28","412209179","GHA","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-06 22:51:10,4,2025-07-09 01:39:38,3,2.1,"DAKAR",2024-07-23 17:17:51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,15.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/24971f8fc-c15c-486f-b3de-3c1bce9b4f9b?&start=2025-07-04&end=2025-07-11"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-13 14:52:58,4,2025-07-09 03:15:50,3,25.5,"DAKAR",2025-06-13 14:52:58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80,233.311111111111,"GNB",FALSE,"ACAP, IWC, SRFC, ICCAT, NAMMCO",FALSE,0,TRUE,4,FALSE,0,10.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2025-06-11&end=2025-07-11"")"
"MENG XIN18","412209113","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-06 20:28:05,4,2025-07-09 06:08:41,4,2.4,"DAKAR",2025-01-15 07:06:27,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,37.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fc43f9c7d-d52f-c9cd-5e98-eb87949975ef?&start=2025-07-04&end=2025-07-11"")"
"UMAIA","630124007","MRT","GNB",NA,"fishing","high","fishing","trawlers","GMB","BANJUL",2025-07-08 19:08:04,4,2025-07-09 10:12:01,4,0.6,"DAKAR",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/82ae86704-45c9-b874-7c94-53135cbf5acc?&start=2025-07-06&end=2025-07-11"")"
"LUQINGYUANYU055","412331133","RUS","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-16 22:30:32,4,2025-07-10 13:17:13,4,23.6,"DAKAR",2025-06-16 22:30:32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,2.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebe6d1808-8339-d75f-ae95-9151fd941d16?&start=2025-06-14&end=2025-07-12"")"
"LUQINGYUAN022","412331028","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-07-10 09:26:04,4,2025-07-10 20:01:47,3,0.4,"DAKAR",2025-07-10 09:26:04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/03d9ce21d-d9c3-acaa-5206-151619f45ec6?&start=2025-07-08&end=2025-07-12"")"
"FU YUAN YU 9805","412440649","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-06-13 17:36:14,4,2025-07-11 00:25:35,4,27.3,"DAKAR",2025-06-04 20:05:40,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,335,1634.61388888889,"GNB, SEN",FALSE,"IWC, NAMMCO, ICCAT, ACAP, SRFC",FALSE,0,TRUE,17,FALSE,0,42.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3bbf32e07-7bbc-8457-5eda-74a2ebe5f4b1?&start=2025-06-11&end=2025-07-13"")"
"DIMITRIOS I","629009092","GMB","GMB","8675899","fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-06 01:35:04,4,2025-07-11 08:42:45,4,5.3,"DAKAR",2025-07-06 06:42:08,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,25,640.1625,"SEN, GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-07-04&end=2025-07-13"")"
"LUQINGYUANYU026","412331031","CHN","CHN",NA,"fishing","high","fishing","drifting_longline","SEN","DAKAR",2025-07-11 13:03:50,4,2025-07-11 23:59:12,3,0.4,"DAKAR",2025-07-11 13:03:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a9b72c4f-f07e-a0c8-9381-3bf9e2c04cdb?&start=2025-07-09&end=2025-07-13"")"
"ALBACORA CARIBE","353171000","PAN","PAN","8716825","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-07 17:21:03,4,2025-07-12 04:10:56,4,34.4,"DAKAR",2025-05-03 06:49:28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,39,260.950277777778,"CIV, SLE, CPV, GIN",TRUE,"NAMMCO, ACAP, FCWC, SRFC, IWC, ICCAT",TRUE,1,TRUE,14,TRUE,3,19.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2025-06-05&end=2025-07-14"")"
"NANGHAM","630123900","GNB","GNB","7327902","fishing","high","fishing","trawlers","GMB","BANJUL",2025-07-12 12:49:25,4,2025-07-13 05:48:14,3,0.7,"DAKAR",2025-05-20 03:42:28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/689115283-3bee-3183-8240-4ac710518451?&start=2025-07-10&end=2025-07-15"")"
"SHENG HAI 3 HAO","412201826","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2025-07-02 02:40:30,4,2025-07-14 07:53:13,3,12.2,"DAKAR",2025-01-17 06:49:56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,1.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5a8ffeb8a-a740-d004-d8f3-a32e48a7dcb7?&start=2025-06-30&end=2025-07-16"")"
"SHENGHAI15","412549334","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-12 10:09:03,4,2025-07-14 08:53:51,3,1.9,"DAKAR",2025-01-04 03:36:17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,63.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a0f1d4df-f0cc-05da-7fe8-32262420c15e?&start=2025-07-10&end=2025-07-16"")"
"SHENGHAI16","412549335","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-12 10:18:59,4,2025-07-14 14:30:55,3,2.2,"DAKAR",2025-01-13 19:56:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,58.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba6a7a076-6b31-054d-89a1-65c6f18acd55?&start=2025-07-10&end=2025-07-16"")"
"PEIX MAR 25","224033000","ESP","ESP","8733744","fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-04 18:05:58,4,2025-07-15 13:45:50,4,10.8,"DAKAR",2025-07-04 18:05:58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,150,3984.56944444444,"SEN, GNB",FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,0,TRUE,3,FALSE,0,92.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3740d2e32-20fd-74e7-2399-a4ef41b13bf8?&start=2025-07-02&end=2025-07-17"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-01 13:02:33,4,2025-07-15 18:53:54,4,14.2,"DAKAR",2025-07-01 13:02:33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,130,3678.13888888889,"GNB, SEN",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,0,FALSE,0,FALSE,0,99.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-06-29&end=2025-07-17"")"
NA,"629009232","GMB","GMB",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-03 22:37:50,4,2025-07-16 02:35:38,4,42.1,"DAKAR",2025-06-03 22:37:50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,0.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6bbd91de8-8b1a-ef39-5af1-c12d36d238c7?&start=2025-06-01&end=2025-07-18"")"
