"vessel_name","MMSI","Flag2","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_end","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","at_dock","percent_ais_voyage","vessel.ID","trip.ID","Start.confidence","End.confidence"
"PITUFO","312344000","BLZ","fishing","drifting_longlines","CPV","MINDELO","05/10/2024 13:39","13/05/2024 07:58","2.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,NA,"100","5927419b0-055b-463c-c1b7-83e4c912e74b","312344000-5927419b0-055b-463c-c1b7-83e4c912e74b-018f62bb4458","4","4"
"PLAYA DE NOJA","224531000","ESP","fishing","tuna_purse_seines","CPV","MINDELO","05/12/2024 14:39","14/05/2024 21:42","2.3","DAKAR","TRUE","9.502777778","CPV","FALSE","NAMMCO, ACAP, SRFC, ICCAT, IWC","FALSE",NA,"FALSE",NA,"TRUE","100","472962590-0e8b-947d-3f92-4a00e908d511","224531000-472962590-0e8b-947d-3f92-4a00e908d511-018f6d3e4e98","4","3"
"RELEIXO","224706000","ESP","fishing","trawlers","SEN","DAKAR","21/03/2024 08:36","14/04/2024 06:39","23.9","DAKAR","TRUE","4274.526389","GNB, SEN","FALSE","ICCAT, ACAP, SRFC, NAMMCO, IWC","FALSE",NA,"TRUE","12","TRUE","73","558a18907-7f2e-104c-9b70-4dedcc92675b","224706000-558a18907-7f2e-104c-9b70-4dedcc92675b-018e6027b5d8","4","4"
"RELEIXO","224706000","ESP","fishing","trawlers","SEN","DAKAR","17/04/2024 14:34","05/08/2024 06:00","20.6","DAKAR","TRUE","2915.376389","SEN, GNB","FALSE","IWC, NAMMCO, ICCAT, ACAP, SRFC","FALSE",NA,"TRUE","3","TRUE","32","558a18907-7f2e-104c-9b70-4dedcc92675b","224706000-558a18907-7f2e-104c-9b70-4dedcc92675b-018eec7addf8","4","4"
"RELEIXO","224706000","ESP","fishing","trawlers","SEN","DAKAR","05/11/2024 14:09","06/07/2024 05:45","26.6","DAKAR","TRUE","381.8347222","GNB, SEN","FALSE","SRFC, ICCAT, NAMMCO, IWC, ACAP","FALSE",NA,"TRUE","2","TRUE","12.2","558a18907-7f2e-104c-9b70-4dedcc92675b","224706000-558a18907-7f2e-104c-9b70-4dedcc92675b-018f67fd07f8","4","3"
"RIODOMAR CUARTO","224009000","ESP","fishing","trawlers","MRT","CANSADO","04/09/2024 08:38","04/11/2024 08:08","2","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","f98e773d9-9f32-9ebb-15d9-21c905db40b0","224009000-f98e773d9-9f32-9ebb-15d9-21c905db40b0-018ec20208a8","4","4"
"RIODOMAR QUINTO","224394000","ESP","fishing","trawlers","MRT","CANSADO","04/09/2024 08:41","04/11/2024 08:22","2","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","4a0a5f1e2-200f-d3b6-8e90-73874b930291","224394000-4a0a5f1e2-200f-d3b6-8e90-73874b930291-018ec2048d30","4","4"
"RUITAIFENG88","412217977","CHN","carrier","carrier","GIN","CONAKRY","19/04/2024 15:25","21/04/2024 18:33","2.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","1ad0c9598-8f03-b516-5ded-51f5a32ad0e9","412217977-1ad0c9598-8f03-b516-5ded-51f5a32ad0e9-018ef6f6b090","4","4"
"RUITAIFENG88","412217977","CHN","carrier","carrier","GIN","CONAKRY","06/04/2024 09:56","06/06/2024 13:23","2.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","1ad0c9598-8f03-b516-5ded-51f5a32ad0e9","412217977-1ad0c9598-8f03-b516-5ded-51f5a32ad0e9-018fe2ad6ad8","4","4"
"LU QING YUAN YU 022","412331028","CHN","fishing","drifting_longlines","CIV","ABIDJAN","12/06/2023 18:25","14/05/2024 06:58","159.5","DAKAR","TRUE","41.83916667",NA,"TRUE","IWC, ACAP, ICCAT","FALSE",NA,"TRUE","53","TRUE","13","808c0e489-9ae4-4976-9d72-ef1dff4af96c","412331028-808c0e489-9ae4-4976-9d72-ef1dff4af96c-018c4060cd18","4","4"
"SANTO DO MAR","224387000","ESP","fishing","trawlers","SEN","DAKAR","22/03/2024 19:24","05/05/2024 06:00","43.4","DAKAR","TRUE","12007.00972","SEN, GNB","FALSE","ICCAT, NAMMCO, ACAP, SRFC, IWC","FALSE",NA,"TRUE","1","TRUE","97.4","256e38fc3-3be3-b3ab-3774-d471c95c930a","224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-018e679f1270","4","4"
"SANTO DO MAR","224387000","ESP","fishing","trawlers","SEN","DAKAR","05/10/2024 03:44","26/05/2024 16:38","16.5","DAKAR","TRUE","2529.977778","GNB, SEN","FALSE","ICCAT, ACAP, IWC, NAMMCO, SRFC","FALSE",NA,"TRUE","4","TRUE","86.2","256e38fc3-3be3-b3ab-3774-d471c95c930a","224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-018f609a8738","4","4"
"SANTO DO MAR","224387000","ESP","fishing","trawlers","SEN","DAKAR","27/05/2024 20:27","16/06/2024 12:25","19.6","DAKAR","TRUE","3929.516667","GNB, SEN","FALSE","ICCAT, ACAP, NAMMCO, IWC, SRFC","FALSE",NA,"FALSE",NA,"TRUE","100","256e38fc3-3be3-b3ab-3774-d471c95c930a","224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-018fbbbcd1e8","4","4"
"SANTO DO MAR","224387000","ESP","fishing","trawlers","GMB","BANJUL","20/06/2024 21:07","25/06/2024 15:08","4.8","DAKAR","TRUE","952.6277778","GMB","FALSE","ICCAT, IWC, SRFC, ACAP, NAMMCO","FALSE",NA,"FALSE",NA,"TRUE","100","256e38fc3-3be3-b3ab-3774-d471c95c930a","224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-01903779c6b0","4","4"
"SEA FRONTIER","632001009","GIN","fishing","tuna_purse_seines","SEN","DAKAR","04/01/2024 11:02","20/04/2024 08:17","18.9","DAKAR","TRUE","19.21666667","SEN, GIN","FALSE","ACAP, IWC, SRFC, ICCAT, NAMMCO","FALSE",NA,"FALSE",NA,"TRUE","10.1","d2b4fe93a-aff7-7fee-8f10-183fa04a6252","632001009-d2b4fe93a-aff7-7fee-8f10-183fa04a6252-018e995377c0","4","4"
"SEA FRONTIER","632001009","GIN","fishing","tuna_purse_seines","SEN","DAKAR","24/04/2024 08:21","24/05/2024 16:39","30.3","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","5.3","d2b4fe93a-aff7-7fee-8f10-183fa04a6252","632001009-d2b4fe93a-aff7-7fee-8f10-183fa04a6252-018f0f3241d8","4","4"
"SH","412340010","CHN","fishing","drifting_longlines","ZAF","CAPE TOWN","11/06/2021 12:01","30/05/2024 11:22","936","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","4.1","50dca23a5-5964-3c90-250b-4bb4583f1432","412340010-50dca23a5-5964-3c90-250b-4bb4583f1432-017cf51fafb8","2","4"
"TIANG EI HU","412209083","CHN","fishing","fishing","GNB","BISSAU","16/04/2024 10:27","22/04/2024 13:13","6.1","DAKAR","TRUE","19.175","GNB","FALSE","NAMMCO, ICCAT, IWC, SRFC, ACAP","FALSE",NA,"TRUE","6","TRUE","30.4","364511e7e-ec82-68e9-2702-2ec05725207d","412209083-364511e7e-ec82-68e9-2702-2ec05725207d-018ee672bd18","2","3"
"TIANG EI HU","412209083","CHN","fishing","fishing","SEN","DAKAR","22/04/2024 20:07","21/05/2024 20:36","29","DAKAR","TRUE","1710.095833","SEN, GNB","FALSE","ACAP, ICCAT, SRFC, NAMMCO, IWC","FALSE",NA,"TRUE","21","TRUE","30","364511e7e-ec82-68e9-2702-2ec05725207d","412209083-364511e7e-ec82-68e9-2702-2ec05725207d-018f076bb7b8","3","4"
"TIANG EI HU","412209083","CHN","fishing","fishing","SEN","DAKAR","25/05/2024 17:31","06/06/2024 12:58","11.8","DAKAR","TRUE","125.9583333","SEN, GNB","FALSE","IWC, ICCAT, ACAP, SRFC, NAMMCO","FALSE",NA,"TRUE","4","TRUE","14.4","364511e7e-ec82-68e9-2702-2ec05725207d","412209083-364511e7e-ec82-68e9-2702-2ec05725207d-018fb0ce7318","4","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","23/02/2024 13:42","17/04/2024 10:39","53.8","DAKAR","TRUE","1835.597222","SEN, GMB","FALSE","ACAP, ICCAT, IWC, NAMMCO, SRFC","FALSE",NA,"TRUE","3","TRUE","34.2","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018dd633cad8","3","3"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","18/04/2024 22:21","25/04/2024 01:15","6.1","DAKAR","TRUE","703.5416667","GMB","FALSE","NAMMCO, ICCAT, ACAP, IWC, SRFC","FALSE",NA,"TRUE","2","TRUE","63.5","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018ef34cbf48","3","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","27/04/2024 00:11","05/04/2024 02:37","7.1","DAKAR","TRUE","1048.575","GMB","FALSE","IWC, ICCAT, ACAP, SRFC, NAMMCO","FALSE",NA,"TRUE","6","TRUE","78.4","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018f1ce448d0","4","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","05/10/2024 00:31","16/05/2024 07:06","6.3","DAKAR","TRUE","1292.188889","GMB","FALSE","NAMMCO, SRFC, ICCAT, IWC, ACAP","FALSE",NA,"FALSE",NA,"TRUE","100","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018f5fe92510","4","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","17/05/2024 22:29","26/05/2024 18:01","8.8","DAKAR","TRUE","3723.722222","SEN, GMB","FALSE","NAMMCO, SRFC, ACAP, ICCAT, IWC","FALSE",NA,"TRUE","1","TRUE","100","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018f88ac4798","4","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","06/02/2024 01:34","06/10/2024 05:48","8.2","DAKAR","TRUE","1696.380556","GMB","FALSE","NAMMCO, ACAP, IWC, ICCAT, SRFC","FALSE",NA,"FALSE",NA,"TRUE","97.5","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018fd6956ca0","4","4"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","06/12/2024 20:20","19/06/2024 06:15","6.4","DAKAR","TRUE","2773.784722","SEN, GMB","FALSE","ICCAT, ACAP, SRFC, NAMMCO, IWC","FALSE",NA,"FALSE",NA,"TRUE","100","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-01900e1bd740","4","3"
"WESTERO","266011000","SWE","fishing","trawlers","SEN","DAKAR","19/06/2024 20:21","29/06/2024 05:40","9.4","DAKAR","TRUE","1244.947222","GMB, SEN","FALSE","ACAP, NAMMCO, SRFC, IWC, ICCAT","FALSE",NA,"TRUE","2","TRUE","61.9","c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2","266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-019032293600","3","3"
"YANGMIN8002","412209196","CHN","fishing","trawlers","SEN","DAKAR","27/03/2024 22:17","04/11/2024 07:42","14.4","DAKAR","TRUE","721.1069444","SEN, GNB","FALSE","ICCAT, NAMMCO, SRFC, ACAP, IWC","FALSE",NA,"TRUE","9","TRUE","23","f23a6145b-bb7f-8e7e-5c7e-61a9e335f577","412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018e81fdaac8","4","4"
"YANGMIN8002","412209196","CHN","fishing","trawlers","SEN","DAKAR","04/12/2024 13:11","30/04/2024 20:29","18.3","DAKAR","TRUE","951","SEN, GNB","FALSE","NAMMCO, ICCAT, ACAP, IWC, SRFC","FALSE",NA,"TRUE","5","TRUE","25.9","f23a6145b-bb7f-8e7e-5c7e-61a9e335f577","412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018ed26f3800","4","3"
"YANGMIN8002","412209196","CHN","fishing","trawlers","SEN","DAKAR","05/01/2024 16:50","17/05/2024 18:01","16","DAKAR","TRUE","5018.043056","SEN, GNB","FALSE","SRFC, IWC, ICCAT, ACAP, NAMMCO","FALSE",NA,"TRUE","1","TRUE","87.1","f23a6145b-bb7f-8e7e-5c7e-61a9e335f577","412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018f35107c80","3","4"
"YANGMIN8002","412209196","CHN","fishing","trawlers","SEN","DAKAR","18/05/2024 20:47","06/08/2024 18:04","20.9","DAKAR","TRUE","1985.358333","GNB, SEN","FALSE","ACAP, SRFC, NAMMCO, ICCAT, IWC","FALSE",NA,"TRUE","14","TRUE","52.3","f23a6145b-bb7f-8e7e-5c7e-61a9e335f577","412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018f8d754d10","4","4"
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR","04/02/2024 12:31","13/04/2024 06:31","10.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","1","TRUE","3.9","a8625c39a-a471-45c0-218d-12f3cb9b5706","412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018e9ecb1488","4","4"
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR","14/04/2024 16:09","28/04/2024 08:16","13.7","DAKAR","TRUE","61.85416667","GNB, SEN","FALSE","NAMMCO, ICCAT, SRFC, IWC, ACAP","FALSE",NA,"TRUE","3","TRUE","8.8","a8625c39a-a471-45c0-218d-12f3cb9b5706","412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018edd5ecf50","4","4"
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR","08/02/2023 19:12","16/05/2024 03:46","287.3","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","0.1","5850431f5-5a2f-346e-e31c-ce77a7a5c2ad","412209195-5850431f5-5a2f-346e-e31c-ce77a7a5c2ad-0189b7aa1788","3","4"
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR","30/04/2024 12:13","06/05/2024 16:20","36.2","DAKAR","TRUE","18.34722222","GNB","FALSE","IWC, ACAP, SRFC, NAMMCO, ICCAT","FALSE",NA,"TRUE","1","TRUE","4.8","a8625c39a-a471-45c0-218d-12f3cb9b5706","412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018f2eeca5e0","4","3"
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR","06/05/2024 18:55","26/06/2024 04:38","20.4","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","1","a8625c39a-a471-45c0-218d-12f3cb9b5706","412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018fe9c20248","3","3"
"YANGMING8005","412209197","CHN","fishing","trawlers","SEN","DAKAR","05/09/2024 14:55","06/06/2024 16:30","28","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","0.3","0069639f1-1b76-f441-db80-7bd4d6f7f9e2","412209197-0069639f1-1b76-f441-db80-7bd4d6f7f9e2-018f5dda3e58","3","3"
"YANGMING8006","412209198","CHN","fishing","trawlers","SEN","DAKAR","18/03/2024 14:43","04/01/2024 05:41","13.6","DAKAR","TRUE","4954.870833","SEN, GNB, GMB","FALSE","ACAP, NAMMCO, SRFC, ICCAT, IWC","FALSE",NA,"TRUE","4","TRUE","100","053be272f-f82e-093f-d86c-862ba01b963d","412209198-053be272f-f82e-093f-d86c-862ba01b963d-018e52045358","4","4"
"YANGMING8006","412209198","CHN","fishing","trawlers","SEN","DAKAR","04/03/2024 17:34","18/04/2024 16:01","14.9","DAKAR","TRUE","5874.902778","GNB, SEN","FALSE","ICCAT, NAMMCO, IWC, ACAP, SRFC","FALSE",NA,"TRUE","9","TRUE","90.3","053be272f-f82e-093f-d86c-862ba01b963d","412209198-053be272f-f82e-093f-d86c-862ba01b963d-018ea5070af0","4","4"
"YANGMING8006","412209198","CHN","fishing","trawlers","SEN","DAKAR","19/04/2024 23:52","05/04/2024 04:40","14.2","DAKAR","TRUE","2640.265278","SEN, GNB","FALSE","IWC, ICCAT, ACAP, NAMMCO, SRFC","FALSE",NA,"TRUE","5","TRUE","82.7","053be272f-f82e-093f-d86c-862ba01b963d","412209198-053be272f-f82e-093f-d86c-862ba01b963d-018ef8c64840","4","3"
"YANGMING8006","412209198","CHN","fishing","trawlers","SEN","DAKAR","05/04/2024 21:35","24/05/2024 09:56","19.5","DAKAR","TRUE","2417.4375","SEN, GNB","FALSE","ACAP, SRFC, NAMMCO, ICCAT, IWC","FALSE",NA,"TRUE","7","TRUE","54.6","053be272f-f82e-093f-d86c-862ba01b963d","412209198-053be272f-f82e-093f-d86c-862ba01b963d-018f45881fa0","3","4"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR","25/03/2024 12:10","04/12/2024 14:41","18.1","DAKAR","TRUE","7847.804167","GNB, SEN","FALSE","ACAP, ICCAT, IWC, SRFC, NAMMCO","FALSE",NA,"TRUE","12","TRUE","92.1","fff3fc565-577b-cea2-43c6-9e6c215281f7","412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018e75851600","4","4"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR","17/04/2024 17:55","18/04/2024 04:29","0.4","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","fff3fc565-577b-cea2-43c6-9e6c215281f7","412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018eed32df70","4","4"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR","18/04/2024 18:18","05/07/2024 03:20","18.4","DAKAR","TRUE","5614.809722","SEN, GNB","FALSE","IWC, ACAP, ICCAT, NAMMCO, SRFC","FALSE",NA,"TRUE","8","TRUE","95","fff3fc565-577b-cea2-43c6-9e6c215281f7","412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018ef26e4628","4","4"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR","05/09/2024 15:23","18/05/2024 17:28","9.1","DAKAR","TRUE","2106.488889","SEN, GNB","FALSE","SRFC, ICCAT, NAMMCO, ACAP, IWC","FALSE",NA,"TRUE","7","TRUE","81.7","fff3fc565-577b-cea2-43c6-9e6c215281f7","412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018f5df42ef8","4","4"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR","31/05/2024 12:35","24/06/2024 23:12","24.4","DAKAR","TRUE","1288.398611","GNB, SEN","FALSE","NAMMCO, SRFC, IWC, ICCAT, ACAP","FALSE",NA,"TRUE","17","TRUE","41.7","fff3fc565-577b-cea2-43c6-9e6c215281f7","412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018fcea59c18","4","3"
"YI CHUN NO232","416380000","TWN","fishing","drifting_longlines","SEN","DAKAR","22/07/2023 09:11","18/04/2024 05:41","270.8","DAKAR","TRUE","666.7388889","GMB","TRUE","SRFC, IWC, ACAP, ICCAT, NAMMCO","FALSE",NA,"TRUE","17","TRUE","18.8","ed33a1f76-6049-f8ed-2268-8160ea9843b6","416380000-ed33a1f76-6049-f8ed-2268-8160ea9843b6-01897cde5588","4","4"
"YI FENG 26","412209123","CHN","fishing","trawlers","SEN","DAKAR","04/01/2024 00:39","18/04/2024 07:14","17.3","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","8","TRUE","84.1","a41428649-904a-9c5a-8352-36c736c97746","412209123-a41428649-904a-9c5a-8352-36c736c97746-018e9718d9a0","4","4"
"YI FENG 26","412209123","CHN","fishing","trawlers","SEN","DAKAR","19/04/2024 15:32","05/08/2024 08:48","18.7","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","10","TRUE","64.7","a41428649-904a-9c5a-8352-36c736c97746","412209123-a41428649-904a-9c5a-8352-36c736c97746-018ef6fd28d0","4","4"
"YI FENG 26","412209123","CHN","fishing","trawlers","SEN","DAKAR","05/10/2024 20:38","06/02/2024 20:20","23","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","12","TRUE","74.9","a41428649-904a-9c5a-8352-36c736c97746","412209123-a41428649-904a-9c5a-8352-36c736c97746-018f643ae748","4","4"
"YI FENG 26","412209123","CHN","fishing","trawlers","SEN","DAKAR","06/04/2024 23:08","29/06/2024 15:38","24.7","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","19","TRUE","62.2","a41428649-904a-9c5a-8352-36c736c97746","412209123-a41428649-904a-9c5a-8352-36c736c97746-018fe5831460","4","3"
"YI FENG 30","412209128","CHN","fishing","trawlers","SEN","DAKAR","03/11/2024 13:38","04/04/2024 14:17","24","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","6","TRUE","97.7","950337f10-0b9d-d461-c26c-1f50ba61d104","412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018e2dbc83a8","4","4"
"YI FENG 30","412209128","CHN","fishing","trawlers","SEN","DAKAR","04/06/2024 19:56","21/04/2024 08:21","14.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","5","TRUE","96","950337f10-0b9d-d461-c26c-1f50ba61d104","412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018eb4fc2030","4","4"
"YI FENG 30","412209128","CHN","fishing","trawlers","SEN","DAKAR","22/04/2024 17:11","05/10/2024 06:55","17.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","2","TRUE","96.7","950337f10-0b9d-d461-c26c-1f50ba61d104","412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018f06ca3fc8","4","4"
"YI FENG 30","412209128","CHN","fishing","trawlers","SEN","DAKAR","05/12/2024 13:54","06/01/2024 11:57","19.9","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","8","TRUE","82.5","950337f10-0b9d-d461-c26c-1f50ba61d104","412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018f6d1546b0","4","4"
"YI FENG 30","412209128","CHN","fishing","trawlers","SEN","DAKAR","06/03/2024 18:11","26/06/2024 13:53","22.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","17","TRUE","65","950337f10-0b9d-d461-c26c-1f50ba61d104","412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018fdf4c7910","4","4"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR","15/03/2024 19:37","04/04/2024 16:02","19.8","DAKAR","TRUE","7380.322222","SEN, GNB","FALSE","ICCAT, NAMMCO, SRFC, IWC, ACAP","FALSE",NA,"FALSE",NA,"TRUE","96.6","f5bd98f66-6d86-ae44-98a1-a86dbba4f507","412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018e439e8108","4","4"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR","04/07/2024 09:38","24/04/2024 00:41","16.6","DAKAR","TRUE","5372.743056","GNB, SEN","FALSE","NAMMCO, IWC, SRFC, ICCAT, ACAP","FALSE",NA,"FALSE",NA,"TRUE","97.5","f5bd98f66-6d86-ae44-98a1-a86dbba4f507","412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018eb7ecc7e0","4","4"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR","25/04/2024 17:53","14/05/2024 02:49","18.3","DAKAR","TRUE","4072.126389","SEN, GNB","FALSE","ACAP, IWC, ICCAT, SRFC, NAMMCO","FALSE",NA,"FALSE",NA,"TRUE","98.4","f5bd98f66-6d86-ae44-98a1-a86dbba4f507","412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018f16641d78","4","4"
"YI FENG 8","412200997","CHN","fishing","trawlers","GNB","BISSAU","19/05/2024 20:55","06/09/2024 13:04","20.7","DAKAR","TRUE","3870.177778","GNB, SEN","FALSE","IWC, SRFC, NAMMCO, ICCAT, ACAP","FALSE",NA,"FALSE",NA,"TRUE","86.3","f5bd98f66-6d86-ae44-98a1-a86dbba4f507","412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018f92a3a408","4","4"
"YIFENG10","412200999","CHN","fishing","trawlers","SEN","DAKAR","03/10/2024 17:12","04/03/2024 04:43","23.5","DAKAR","TRUE","1792.498611","SEN, GNB","FALSE","SRFC, ICCAT, IWC, NAMMCO, ACAP","FALSE",NA,"TRUE","14","TRUE","18.9","c5de9be58-8b54-b6da-c3b6-408c3c806ce8","412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018e295a6208","4","4"
"YIFENG10","412200999","CHN","fishing","trawlers","SEN","DAKAR","04/06/2024 12:09","23/04/2024 01:42","16.5","DAKAR","TRUE","490.4708333","SEN, GNB","FALSE","ACAP, SRFC, IWC, NAMMCO, ICCAT","FALSE",NA,"TRUE","12","TRUE","23.1","c5de9be58-8b54-b6da-c3b6-408c3c806ce8","412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018eb350a2b0","4","4"
"YIFENG10","412200999","CHN","fishing","trawlers","SEN","DAKAR","24/04/2024 15:23","05/11/2024 06:14","16.6","DAKAR","TRUE","1274.225","SEN, GNB","FALSE","SRFC, ACAP, NAMMCO, IWC, ICCAT","FALSE",NA,"TRUE","12","TRUE","51","c5de9be58-8b54-b6da-c3b6-408c3c806ce8","412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018f10b4da98","4","4"
"YIFENG10","412200999","CHN","fishing","trawlers","SEN","DAKAR","13/05/2024 15:22","25/05/2024 19:35","12.2","DAKAR","TRUE","310.4111111","GNB","FALSE","IWC, ACAP, NAMMCO, SRFC, ICCAT","FALSE",NA,"TRUE","6","TRUE","31.1","c5de9be58-8b54-b6da-c3b6-408c3c806ce8","412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018f728c4f08","4","4"
"YIFENG10","412200999","CHN","fishing","trawlers","SEN","DAKAR","27/05/2024 21:55","20/06/2024 11:31","23.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","13","TRUE","18.9","c5de9be58-8b54-b6da-c3b6-408c3c806ce8","412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018fbc0d18b0","4","4"
"YIFENG21","412209011","CHN","fishing","trawlers","SEN","DAKAR","13/03/2024 07:20","04/02/2024 15:13","20.3","DAKAR","TRUE","3686.538889","SEN, GNB","FALSE","SRFC, ICCAT, ACAP, NAMMCO, IWC","FALSE",NA,"TRUE","10","TRUE","92.5","c168bbf49-9c02-8ea2-724f-1f17ea5b988d","412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018e36af6098","4","4"
