vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,vessel_id,trip_id,at_dock,percent_ais_voyage
LA PINTA R,224175000,ESP,fishing,trawlers,SEN,DAKAR,29/02/2024 21:25,4,01/04/2024 05:22,4,31.3,DAKAR,TRUE,8200.465278,"GNB, SEN",FALSE,"ACAP, IWC, NAMMCO, ICCAT, SRFC",FALSE,NA,TRUE,6,c17075854-49bb-6c86-ad25-6b9f2d6f6ddd,224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018df6c1e230,TRUE,100
YANGMING8006,412209198,CHN,fishing,trawlers,SEN,DAKAR,18/03/2024 14:43,4,01/04/2024 05:41,4,13.6,DAKAR,TRUE,4954.870833,"SEN, GNB, GMB",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,NA,TRUE,4,053be272f-f82e-093f-d86c-862ba01b963d,412209198-053be272f-f82e-093f-d86c-862ba01b963d-018e52045358,TRUE,100
GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,21/03/2024 12:33,4,02/04/2024 00:12,4,11.5,DAKAR,TRUE,3115.258333,SEN,FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,NA,FALSE,NA,b1746e808-87ff-d6f5-bd85-255ca80d9d1a,412549197-b1746e808-87ff-d6f5-bd85-255ca80d9d1a-018e6100b888,TRUE,100
HAIXIN210,412201212,CHN,fishing,trawlers,COG,POINTE NOIRE,11/12/2023 03:12,2,02/04/2024 02:47,2,113,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,e77e32382-27e9-798b-0676-1f1e77da0b4f,412201212-e77e32382-27e9-798b-0676-1f1e77da0b4f-018c56dce3b0,NA,NA
CHAMYUAMYU11,412200988,CHN,fishing,trawlers,SEN,DAKAR,16/03/2024 11:45,4,02/04/2024 06:47,3,16.8,DAKAR,TRUE,98.5125,SEN,FALSE,"ICCAT, SRFC, ACAP, IWC, NAMMCO",FALSE,NA,TRUE,3,f5b96f9c3-3dea-a442-a8f1-d9330bb93f69,412200988-f5b96f9c3-3dea-a442-a8f1-d9330bb93f69-018e471479a0,TRUE,12.9
YIFENG21,412209011,CHN,fishing,trawlers,SEN,DAKAR,13/03/2024 07:20,4,02/04/2024 15:13,4,20.3,DAKAR,TRUE,3686.538889,"SEN, GNB",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,10,c168bbf49-9c02-8ea2-724f-1f17ea5b988d,412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018e36af6098,TRUE,92.5
YIFENG10,412200999,CHN,fishing,trawlers,SEN,DAKAR,10/03/2024 17:12,4,03/04/2024 04:43,4,23.5,DAKAR,TRUE,1792.498611,"SEN, GNB",FALSE,"SRFC, ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,14,c5de9be58-8b54-b6da-c3b6-408c3c806ce8,412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018e295a6208,TRUE,18.9
LIAO YUAN YU 99,413201110,CHN,fishing,drifting_longlines,SEN,DAKAR,13/01/2024 18:26,4,03/04/2024 11:59,4,80.7,DAKAR,TRUE,147.1988889,NA,TRUE,"ACAP, ICCAT, IWC, NAMMCO",FALSE,NA,TRUE,46,cb0df71f9-918a-ca7a-8d04-3221f45b4f2e,413201110-cb0df71f9-918a-ca7a-8d04-3221f45b4f2e-018d04133c50,TRUE,56.7
YI FENG 30,412209128,CHN,seismic_vessel,trawlers,SEN,DAKAR,11/03/2024 13:38,4,04/04/2024 14:17,4,24,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,6,950337f10-0b9d-d461-c26c-1f50ba61d104,412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018e2dbc83a8,TRUE,97.7
YI FENG 8,412200997,CHN,fishing,trawlers,SEN,DAKAR,15/03/2024 19:37,4,04/04/2024 16:02,4,19.8,DAKAR,TRUE,7380.322222,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, IWC, ACAP",FALSE,NA,FALSE,NA,f5bd98f66-6d86-ae44-98a1-a86dbba4f507,412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018e439e8108,TRUE,96.6
GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,02/04/2024 01:43,4,04/04/2024 18:44,3,2.7,DAKAR,TRUE,396.5916667,SEN,FALSE,"SRFC, ICCAT, NAMMCO, ACAP, IWC",FALSE,NA,FALSE,NA,b1746e808-87ff-d6f5-bd85-255ca80d9d1a,412549197-b1746e808-87ff-d6f5-bd85-255ca80d9d1a-018e9c7977b0,TRUE,100
KALYONCU 1,629009176,GMB,fishing,fishing,GMB,BANJUL,04/04/2024 08:29,4,04/04/2024 19:36,4,0.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,472fd3fc3-347c-2018-b56a-facef598d927,629009176-472fd3fc3-347c-2018-b56a-facef598d927-018ea83a97a0,TRUE,100
YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,23/03/2024 20:56,4,07/04/2024 05:49,4,14.3,DAKAR,TRUE,2709.752778,"SEN, GNB",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,TRUE,11,e37cb040b-bbe1-3f3c-c4fc-69d978402d3f,412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018e6d1a1a38,TRUE,68.7
HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,07/04/2024 11:52,4,09/04/2024 05:40,4,1.7,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,d9b062f9d-de93-3a60-dd7c-87572c21a53b,412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-018eb8672030,TRUE,100
KALYONCU 1,629009176,GMB,fishing,fishing,SEN,DAKAR,09/04/2024 08:23,4,09/04/2024 21:21,4,0.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,472fd3fc3-347c-2018-b56a-facef598d927,629009176-472fd3fc3-347c-2018-b56a-facef598d927-018ec1f40aa0,TRUE,100
MONTERAIOLA,224742000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,11/03/2024 19:42,4,11/04/2024 04:20,4,30.3,DAKAR,TRUE,78.49333333,NA,TRUE,"ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,2,c44bf0cee-e97e-f9c4-3c32-97d90554b144,224742000-c44bf0cee-e97e-f9c4-3c32-97d90554b144-018e2f096668,TRUE,12.7
F/V ALBACORA QUINCE,224727000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,14/03/2024 17:02,4,11/04/2024 06:25,4,27.5,DAKAR,TRUE,10.83111111,NA,TRUE,"NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,TRUE,1,83487d338-8fba-2645-7342-563c4cb5611f,224727000-83487d338-8fba-2645-7342-563c4cb5611f-018e3de9e310,TRUE,6.1
YANGMIN8002,412209196,CHN,fishing,trawlers,SEN,DAKAR,27/03/2024 22:17,4,11/04/2024 07:42,4,14.4,DAKAR,TRUE,721.1069444,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,NA,TRUE,9,f23a6145b-bb7f-8e7e-5c7e-61a9e335f577,412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018e81fdaac8,TRUE,23
RIODOMAR CUARTO,224009000,ESP,fishing,trawlers,MRT,CANSADO,09/04/2024 08:38,4,11/04/2024 08:08,4,2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,f98e773d9-9f32-9ebb-15d9-21c905db40b0,224009000-f98e773d9-9f32-9ebb-15d9-21c905db40b0-018ec20208a8,TRUE,100
RIODOMAR QUINTO,224394000,ESP,fishing,trawlers,MRT,CANSADO,09/04/2024 08:41,4,11/04/2024 08:22,4,2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4a0a5f1e2-200f-d3b6-8e90-73874b930291,224394000-4a0a5f1e2-200f-d3b6-8e90-73874b930291-018ec2048d30,TRUE,100
EGALUZE,224580000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,05/03/2024 12:04,4,11/04/2024 15:14,4,37.1,DAKAR,TRUE,102.9513889,SLE,FALSE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",FALSE,NA,TRUE,3,a0aa90604-4562-1097-2a1e-56ca4a57e84f,224580000-a0aa90604-4562-1097-2a1e-56ca4a57e84f-018e0e800a00,TRUE,2.7
ELSAAD,629009158,GMB,fishing,other,GMB,BANJUL,28/03/2024 16:44,4,12/04/2024 01:40,4,14.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,88bcefbe0-0278-4687-8093-91e3e4ae847b,629009158-88bcefbe0-0278-4687-8093-91e3e4ae847b-018e85f2ce10,TRUE,100
COSTA DE  HUELVA,224854000,ESP,fishing,trawlers,GNB,BISSAU,26/02/2024 23:42,4,12/04/2024 07:09,4,45.3,DAKAR,TRUE,11766.95556,"GNB, SEN",FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,NA,TRUE,3,1e31d7cd6-6c64-7b64-d9fd-71ea2e122789,224854000-1e31d7cd6-6c64-7b64-d9fd-71ea2e122789-018de7ccdbb8,TRUE,96
EVERRICH 636,100902469,CIV,fishing,drifting_longlines,SEN,DAKAR,23/01/2024 05:33,4,12/04/2024 10:05,4,80.2,DAKAR,TRUE,3155.630833,NA,TRUE,"IWC, ICCAT, ACAP",FALSE,NA,TRUE,39,e930e06c6-68bc-f92a-0a67-d097d3769d0a,100902469-e930e06c6-68bc-f92a-0a67-d097d3769d0a-018d34cef190,TRUE,76
YANGMING8032,412209009,CHN,fishing,trawlers,SEN,DAKAR,25/03/2024 12:10,4,12/04/2024 14:41,4,18.1,DAKAR,TRUE,7847.804167,"GNB, SEN",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,NA,TRUE,12,fff3fc565-577b-cea2-43c6-9e6c215281f7,412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018e75851600,TRUE,92.1
YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,02/04/2024 12:31,4,13/04/2024 06:31,4,10.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,a8625c39a-a471-45c0-218d-12f3cb9b5706,412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018e9ecb1488,TRUE,3.9
RELEIXO,224706000,ESP,fishing,trawlers,SEN,DAKAR,21/03/2024 08:36,4,14/04/2024 06:39,4,23.9,DAKAR,TRUE,4274.526389,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,12,558a18907-7f2e-104c-9b70-4dedcc92675b,224706000-558a18907-7f2e-104c-9b70-4dedcc92675b-018e6027b5d8,TRUE,73
CURBEIRO,224106000,ESP,fishing,trawlers,SEN,DAKAR,18/03/2024 00:57,4,14/04/2024 13:58,4,27.5,DAKAR,TRUE,15553.34306,"GNB, SEN",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,FALSE,NA,abfdf22f1-145b-2a91-3e6b-7acb899cd1d7,224106000-abfdf22f1-145b-2a91-3e6b-7acb899cd1d7-018e4f1034f0,TRUE,96.9
MONTEFRISA NUEVE,359101000,SLV,fishing,tuna_purse_seines,CIV,ABIDJAN,09/03/2024 09:54,4,15/04/2024 13:55,4,37.2,DAKAR,TRUE,196.6475,"GNB, CIV",TRUE,"ACAP, ICCAT, IWC, SRFC, NAMMCO, FCWC",FALSE,NA,TRUE,4,a812d4320-0608-5ad0-1929-d5206eda123a,359101000-a812d4320-0608-5ad0-1929-d5206eda123a-018e22a2dad0,TRUE,6
LU QING YUAN YU 057,412331135,CHN,other,trawlers,SEN,DAKAR,27/03/2024 01:00,4,16/04/2024 18:53,4,20.7,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532,412331135-a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532-018e7d6ca928,TRUE,71
EGALUZE,224580000,ESP,fishing,tuna_purse_seines,SEN,DAKAR,15/04/2024 16:01,4,17/04/2024 04:21,4,1.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,a0aa90604-4562-1097-2a1e-56ca4a57e84f,224580000-a0aa90604-4562-1097-2a1e-56ca4a57e84f-018ee27debd8,TRUE,32.4
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,23/02/2024 13:42,3,17/04/2024 10:39,3,53.8,DAKAR,TRUE,1835.597222,"SEN, GMB",FALSE,"ACAP, ICCAT, IWC, NAMMCO, SRFC",FALSE,NA,TRUE,3,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018dd633cad8,TRUE,34.2
YANGMING8032,412209009,CHN,fishing,trawlers,SEN,DAKAR,17/04/2024 17:55,4,18/04/2024 04:29,4,0.4,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,fff3fc565-577b-cea2-43c6-9e6c215281f7,412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018eed32df70,TRUE,100
CHIN SIANG WEN,416035800,TWN,fishing,drifting_longlines,MYS,TANJUNG PELEPAS,24/09/2022 12:16,4,18/04/2024 05:39,4,571.7,DAKAR,TRUE,1797.647222,"GMB, SEN, GNB",TRUE,"ICCAT, SRFC, IOTC, ACAP, IWC, NAMMCO, SIOFA",FALSE,NA,FALSE,NA,6025d042e-e8c3-55c0-dc9d-2fe9ce105d47,416035800-6025d042e-e8c3-55c0-dc9d-2fe9ce105d47-01836f6d5396,TRUE,94.2
YI CHUN NO232,416380000,TWN,fishing,drifting_longlines,SEN,DAKAR,22/07/2023 09:11,4,18/04/2024 05:41,4,270.8,DAKAR,TRUE,666.7388889,GMB,TRUE,"SRFC, IWC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,17,ed33a1f76-6049-f8ed-2268-8160ea9843b6,416380000-ed33a1f76-6049-f8ed-2268-8160ea9843b6-01897cde5588,TRUE,18.8
DIMITRIOS I,629009092,GMB,fishing,trawlers,SEN,DAKAR,22/03/2024 16:04,4,18/04/2024 06:29,4,26.6,DAKAR,TRUE,4682.477778,"SEN, GMB",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,2,f581b4c7a-a4e9-81b0-dd1f-add5a6830a79,629009092-f581b4c7a-a4e9-81b0-dd1f-add5a6830a79-018e66e7b120,TRUE,99.8
YI FENG 26,412209123,CHN,seismic_vessel,trawlers,SEN,DAKAR,01/04/2024 00:39,4,18/04/2024 07:14,4,17.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,a41428649-904a-9c5a-8352-36c736c97746,412209123-a41428649-904a-9c5a-8352-36c736c97746-018e9718d9a0,TRUE,84.1
YANGMING8006,412209198,CHN,fishing,trawlers,SEN,DAKAR,03/04/2024 17:34,4,18/04/2024 16:01,4,14.9,DAKAR,TRUE,5874.902778,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, ACAP, SRFC",FALSE,NA,TRUE,9,053be272f-f82e-093f-d86c-862ba01b963d,412209198-053be272f-f82e-093f-d86c-862ba01b963d-018ea5070af0,TRUE,90.3
LA PINTA R,224175000,ESP,fishing,trawlers,SEN,DAKAR,03/04/2024 17:59,4,18/04/2024 20:42,4,15.1,DAKAR,TRUE,5924.513889,"GNB, SEN",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,NA,TRUE,1,c17075854-49bb-6c86-ad25-6b9f2d6f6ddd,224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018ea51e01d8,TRUE,97.3
CYYU2,412200985,CHN,fishing,trawlers,SEN,DAKAR,02/04/2024 20:09,3,19/04/2024 07:00,3,16.4,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,9b0efc5e2-272a-58be-3126-959515ea3a09,412200985-9b0efc5e2-272a-58be-3126-959515ea3a09-018ea06e54a8,TRUE,1.5
JAIME R,224069140,ESP,fishing,trawlers,SEN,DAKAR,13/03/2024 10:22,4,19/04/2024 14:09,4,37.1,DAKAR,TRUE,6424.427778,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,NA,TRUE,45,c55db3f88-825c-7b5e-ea2b-90578f54ef3f,224069140-c55db3f88-825c-7b5e-ea2b-90578f54ef3f-018e3755a318,TRUE,73.4
HUNG CHUAN FA,416006881,TWN,fishing,drifting_longlines,MYS,TANJUNG PELEPAS,05/11/2023 05:05,4,20/04/2024 05:54,4,167,DAKAR,TRUE,2657.255278,NA,TRUE,"ICCAT, IOTC, IWC, NAMMCO, ACAP, SEAFDEC",FALSE,NA,TRUE,39,a37f0f7e2-2140-b353-eb0a-529b57dcf864,416006881-a37f0f7e2-2140-b353-eb0a-529b57dcf864-018b9ddf25a8,NA,67.7
COSTA DE  HUELVA,224854000,ESP,fishing,trawlers,SEN,DAKAR,12/04/2024 19:32,4,20/04/2024 07:24,4,7.5,DAKAR,TRUE,2448.698611,"SEN, GNB",FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,NA,FALSE,NA,1e31d7cd6-6c64-7b64-d9fd-71ea2e122789,224854000-1e31d7cd6-6c64-7b64-d9fd-71ea2e122789-018ed3cc7e10,TRUE,100
SEA FRONTIER,632001009,GIN,fishing,tuna_purse_seines,SEN,DAKAR,01/04/2024 11:02,4,20/04/2024 08:17,4,18.9,DAKAR,TRUE,19.21666667,"SEN, GIN",FALSE,"ACAP, IWC, SRFC, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,d2b4fe93a-aff7-7fee-8f10-183fa04a6252,632001009-d2b4fe93a-aff7-7fee-8f10-183fa04a6252-018e995377c0,TRUE,10.1
YI FENG 30,412209128,CHN,seismic_vessel,trawlers,SEN,DAKAR,06/04/2024 19:56,4,21/04/2024 08:21,4,14.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,5,950337f10-0b9d-d461-c26c-1f50ba61d104,412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018eb4fc2030,TRUE,96
CIUDAD DE HUELVA,225987981,ESP,fishing,trawlers,GNB,BISSAU,03/04/2024 15:23,4,21/04/2024 15:42,4,18,DAKAR,TRUE,2539.197222,"SEN, GNB",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,5,45fc67c5f-ffbb-8088-09a3-4baf211463bb,225987981-45fc67c5f-ffbb-8088-09a3-4baf211463bb-018ea48f2788,TRUE,68.8
YINGMING8031,412209008,CHN,fishing,fishing,SEN,DAKAR,29/03/2024 18:58,3,21/04/2024 17:36,4,22.9,DAKAR,TRUE,3663.166667,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, ACAP, SRFC",FALSE,NA,TRUE,17,c5824d985-509c-6d36-cfd9-d45e58e5515b,412209008-c5824d985-509c-6d36-cfd9-d45e58e5515b-018e8b9441c8,TRUE,63.9
RUITAIFENG88,412217977,CHN,carrier,carrier,GIN,CONAKRY,19/04/2024 15:25,4,21/04/2024 18:33,4,2.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,1ad0c9598-8f03-b516-5ded-51f5a32ad0e9,412217977-1ad0c9598-8f03-b516-5ded-51f5a32ad0e9-018ef6f6b090,TRUE,100
TIANG EI HU,412209083,CHN,fishing,fishing,GNB,BISSAU,16/04/2024 10:27,2,22/04/2024 13:13,3,6.1,DAKAR,TRUE,19.175,GNB,FALSE,"NAMMCO, ICCAT, IWC, SRFC, ACAP",FALSE,NA,TRUE,6,364511e7e-ec82-68e9-2702-2ec05725207d,412209083-364511e7e-ec82-68e9-2702-2ec05725207d-018ee672bd18,TRUE,30.4
YIFENG10,412200999,CHN,fishing,trawlers,SEN,DAKAR,06/04/2024 12:09,4,23/04/2024 01:42,4,16.5,DAKAR,TRUE,490.4708333,"SEN, GNB",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,NA,TRUE,12,c5de9be58-8b54-b6da-c3b6-408c3c806ce8,412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018eb350a2b0,TRUE,23.1
YIFENG7,412200996,CHN,fishing,trawlers,SEN,DAKAR,06/04/2024 22:41,4,23/04/2024 06:11,4,16.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,12,e0d511224-49a9-8047-a2ed-4fc1d0aaf626,412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018eb592a758,TRUE,52.2
YI FENG 8,412200997,CHN,fishing,trawlers,SEN,DAKAR,07/04/2024 09:38,4,24/04/2024 00:41,4,16.6,DAKAR,TRUE,5372.743056,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,FALSE,NA,f5bd98f66-6d86-ae44-98a1-a86dbba4f507,412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018eb7ecc7e0,TRUE,97.5
JOMAFRAN SEGUNDO,225995265,ESP,fishing,trawlers,SEN,DAKAR,25/03/2024 17:39,4,24/04/2024 16:05,4,29.9,DAKAR,TRUE,5777.880556,GNB,FALSE,"IWC, ICCAT, ACAP, NAMMCO, SRFC",FALSE,NA,FALSE,NA,cbd74e07f-fa3d-b182-eee3-802733bc5d5e,225995265-cbd74e07f-fa3d-b182-eee3-802733bc5d5e-018e76b26aa0,TRUE,99.5
YIFENG21,412209011,CHN,fishing,trawlers,SEN,DAKAR,06/04/2024 15:58,4,24/04/2024 22:14,4,18.3,DAKAR,TRUE,3142.015278,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,NA,TRUE,6,c168bbf49-9c02-8ea2-724f-1f17ea5b988d,412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018eb421c5c0,TRUE,75.9
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,18/04/2024 22:21,3,25/04/2024 01:15,4,6.1,DAKAR,TRUE,703.5416667,GMB,FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,2,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018ef34cbf48,TRUE,63.5
YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,09/04/2024 14:15,4,25/04/2024 05:53,4,15.6,DAKAR,TRUE,4598.775,"GNB, SEN",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,8,e37cb040b-bbe1-3f3c-c4fc-69d978402d3f,412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018ec3370e08,TRUE,85.1
KALYONCU 1,629009176,GMB,fishing,fishing,SEN,DAKAR,25/04/2024 10:07,4,25/04/2024 18:09,3,0.3,DAKAR,TRUE,45.20416667,SEN,FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,NA,FALSE,NA,472fd3fc3-347c-2018-b56a-facef598d927,629009176-472fd3fc3-347c-2018-b56a-facef598d927-018f14b99228,TRUE,100
JINFENG2,412549565,CHN,fishing,drifting_longlines,MYS,TANJUNG PELEPAS,31/10/2023 10:04,4,26/04/2024 07:42,4,177.9,DAKAR,TRUE,6073.122222,NA,TRUE,"IWC, NAMMCO, IOTC, SIOFA, ACAP, ICCAT, CCSBT, CCSBT-Primary-Area",TRUE,2,TRUE,14,a9918df53-37f5-64cf-300f-d03cab381a91,412549565-a9918df53-37f5-64cf-300f-d03cab381a91-018b85318910,TRUE,100
CHANG RONG 8,412549272,CHN,fishing,drifting_longlines,SEN,DAKAR,06/12/2023 15:00,4,26/04/2024 07:49,4,141.7,DAKAR,TRUE,5192.004444,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",TRUE,1,TRUE,14,2d467179f-f1de-c034-8a23-f091c3e4cadf,412549272-2d467179f-f1de-c034-8a23-f091c3e4cadf-018c3fa55100,TRUE,80.3
CHANG RONG 7,412519271,CHN,fishing,drifting_longlines,SEN,DAKAR,06/12/2023 15:00,4,26/04/2024 08:06,4,141.7,DAKAR,TRUE,5374.032222,NA,TRUE,"NAMMCO, ICCAT, ACAP, IWC",TRUE,2,TRUE,12,69f55515f-f1f5-a137-0f67-0d96fd867654,412519271-69f55515f-f1f5-a137-0f67-0d96fd867654-018c3fa4e788,TRUE,83.6
CHANG RONG 5,412280994,CHN,fishing,drifting_longlines,SEN,DAKAR,08/10/2023 09:29,4,26/04/2024 08:24,4,200.9,DAKAR,TRUE,12190.50333,NA,TRUE,"ICCAT, ACAP, NAMMCO, IWC",TRUE,2,TRUE,9,5fef91cbd-d1f5-6e89-da98-e954963e1566,412280994-5fef91cbd-d1f5-6e89-da98-e954963e1566-018b0e9f3608,TRUE,95.4
JIN SHENG NO.2,413270430,CHN,fishing,drifting_longlines,SEN,DAKAR,03/10/2023 09:56,4,26/04/2024 08:31,3,205.9,DAKAR,TRUE,10109.31722,NA,TRUE,"ICCAT, IWC, NAMMCO, ACAP",TRUE,2,TRUE,20,f6e04ce87-7891-0f6d-2760-6f9040cde342,413270430-f6e04ce87-7891-0f6d-2760-6f9040cde342-018af4f789d0,TRUE,98.5
DUX,630123009,GNB,fishing,trawlers,SEN,DAKAR,29/03/2024 19:57,4,26/04/2024 10:40,4,27.6,DAKAR,TRUE,8692.511111,"SEN, GNB",FALSE,"ICCAT, SRFC, NAMMCO, ACAP, IWC",FALSE,NA,FALSE,NA,ddede9953-3f41-0464-60f7-dd305ee6621a,630123009-ddede9953-3f41-0464-60f7-dd305ee6621a-018e8bc9dc70,TRUE,100
F/V CORONA DEL MAR,228967000,FRA,fishing,pole_and_line,SEN,DAKAR,26/04/2024 09:56,4,26/04/2024 13:40,4,0.1,DAKAR,TRUE,25.83333333,SEN,FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,225be91ff-f744-cd74-80d0-163ad2a6d887,228967000-225be91ff-f744-cd74-80d0-163ad2a6d887-018f19d5c498,TRUE,100
LUQINGYUANYU058,412331136,RUS,fishing,fishing,GNB,BISSAU,15/04/2024 16:50,3,28/04/2024 02:35,4,12.4,DAKAR,TRUE,350.3444444,GNB,FALSE,"NAMMCO, IWC, ICCAT, SRFC, ACAP",FALSE,NA,FALSE,NA,8bdc35cd8-8f3e-0f61-aa7d-59737997061a,412331136-8bdc35cd8-8f3e-0f61-aa7d-59737997061a-018ee2ab4538,TRUE,31.8
YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,14/04/2024 16:09,4,28/04/2024 08:16,4,13.7,DAKAR,TRUE,61.85416667,"GNB, SEN",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,TRUE,3,a8625c39a-a471-45c0-218d-12f3cb9b5706,412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018edd5ecf50,TRUE,8.8
